ent_num,sdn_name,sdn_type,programs,remarks,title,call_sign,vessel_type,tonnage,gross_registered_tonnage,flag,vessel_owner
51807,HENG TAI,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E5359,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9419448; MMSI 352003963; Linked To: HENGTAI SHIPPING LIMITED."
51810,THALIA III,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E3812,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9259197; MMSI 352002137; Linked To: SELENA LIVELY LIMITED."
51815,ALEKSEY CHIRIKOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UBXJ4,Supply Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9613551; MMSI 273369290; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
51818,GENNADIY NEVELSKOY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UDFS,Supply Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9742120; MMSI 273396990; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
51822,SCF ENDEAVOUR,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UIHP,Supply Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9335678; MMSI 273312540; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
51826,KRISHNA 1,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,TRAT4,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9271585; MMSI 352004581; Linked To: AMSHA MARITIME."
51827,WEI FENG,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E4609,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9388754; MMSI 352002820; Linked To: XINGFU HAI SHIPPING LIMITED."
51838,SCF ENDURANCE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UIPN,Supply Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9335680; MMSI 273314650; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
51841,SCF ENTERPRISE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UFHH2,Supply Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9335692; MMSI 273312060; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
51847,HIMALAYAN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E4651,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9392822; MMSI 352002872; Linked To: GIFTED PEAK LIMITED."
51854,HUI HAI ATLANTIC,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E3814,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9312872; MMSI 352002139; Linked To: HUIHAI HONG KONG SHIPPING CO LIMITED."
51856,AKADEMIK GUBKIN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UBZX4,Crude Oil Tanker,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9842190; MMSI 273616040; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51858,SCF SAKHALIN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UHME,Supply Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9307724; MMSI 273318120; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
51860,HUIHAI PACIFIC,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E3800,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9346732; MMSI 352002122; Linked To: HONG KONG HANYUAN SHIPPING CO LIMITED."
51871,DOBRYNYA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UBOO,Tug,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 8730077; MMSI 273449240; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51873,STEPAN MAKAROV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UAOZ,Supply Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9753727; MMSI 273392530; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
51877,NURSULTAN NAZARBAYEV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9842217; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51879,LI BAI,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E4641,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9589750; MMSI 352002861; Linked To: HAIMA SHIPPING LIMITED."
51880,VYACHESLAV TIKHONOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UBSH6,Research Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9538115; MMSI 273350140; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
51882,OKEANSKY PROSPECT,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9898254; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51884,YEVGENY PRIMAKOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UAUH,Supply Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9753741; MMSI 273412440; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
51885,RN AMUR,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UIZU,Tug,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9653068; MMSI 273333470; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51886,LYRA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E2571,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9314088; MMSI 352001732; Linked To: KAT DENNINGS LIMITED."
51888,ZALIV AMURSKIY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E7519,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9354313; MMSI 352003364; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
51889,RN SAKHALIN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UBCP8,Products Tanker,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9650016; MMSI 273399390; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51891,MAKALU,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,8P2533,Crude Oil Tanker,-0- ,-0- ,Barbados,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9314105; MMSI 314001002; Linked To: DOUBLE HARMONY MARINE CORPORATION."
51893,RN USSURI,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UBTK3,Tug,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9653070; MMSI 273320710; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51896,SVYATOY KNYAZ VLADIMIR,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UBUP4,Passenger,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9678238; MMSI 273393630; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51899,MERMAR,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E3356,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9231212; MMSI 352978243; Linked To: MERLUZA GROUP LIMITED."
51903,VALENTIN PIKUL,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UAAA2,Crude Oil Tanker,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9885879; MMSI 273259920; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51905,VLADIMIR MONOMAKH,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UBUT6,Crude Oil Tanker,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9842176; MMSI 273211040; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51908,MERU,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,9LS2036,Crude Oil Tanker,-0- ,-0- ,Sierra Leone,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9187227; MMSI 667002333; Linked To: HARMONY GROVE CORPORATION."
51910,VLADIMIR VINOGRADOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UBTV8,Crude Oil Tanker,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9842188; MMSI 273295230; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51918,YARD NO.131040 ZVEZDA-DSME,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,-0- ,Crew/Supply Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9842205; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51920,YARD NO.131080 ZVEZDA-DSME,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,-0- ,Crude Oil Tanker,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9908994; Linked To: JOINT STOCK COMPANY ROSNEFTEFLOT."
51924,MUM,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,V2YP5,Crude Oil Tanker,-0- ,-0- ,Antigua and Barbuda,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9315446; MMSI 305026000; Linked To: AQUAQUASAR HOLDING LIMITED."
51931,FEDOR USHAKOV,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UBAQ3,Supply Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9753739; MMSI 273396260; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
51934,VITUS BERING,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,UBGJ9,Supply Vessel,-0- ,-0- ,Russia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9613549; MMSI 273358680; Linked To: JOINT STOCK COMPANY SOVCOMFLOT."
52310,ALISSA,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,TRAP2,Crude Oil Tanker,-0- ,-0- ,Gabon,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9273052; MMSI 626248000; Linked To: DOXA SHIPPING LINE INC."
52313,ARJUN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E5088,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9297357; MMSI 352002801; Linked To: KANGEN MARITIME CORPORATION."
52315,AULIS,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E5853,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9233765; MMSI 352003752; Linked To: NOBLEFU COMPANY LIMITED."
52319,CANGJIE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,E5U5064,Crude Oil Tanker,-0- ,-0- ,Cook Islands,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9299680; MMSI 518999083; Linked To: KUPA LINES INCORPORATED."
52334,SHUN TAI,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,5LIC9,Crude Oil Tanker,-0- ,-0- ,Liberia,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9242223; MMSI 636022303; Linked To: SYMI SHIPPING LIMITED."
52337,KAPAL CANTIK,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,E5U4767,Crude Oil Tanker,-0- ,-0- ,Cook Islands,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9224283; MMSI 518998787; Linked To: WORTHALIANCE LIMITED."
52339,MERCURY,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,TRAX8,Crude Oil Tanker,-0- ,-0- ,Gabon,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9321706; MMSI 626315000; Linked To: GESSI MARITIME CORPORATION."
52341,MOTI,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,J2JZ,Crude Oil Tanker,-0- ,-0- ,Djibouti,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9281011; MMSI 621819067; Linked To: WAVECREST MARITIME LIMITED."
52343,NANDA DEVI,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,TRAT3,Crude Oil Tanker,-0- ,-0- ,Gabon,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9274434; MMSI 626279000; Linked To: TAGABO MARITIME CORPORATION."
52345,NEVE,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E6083,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9224465; MMSI 352003222; Linked To: TRIDENT INFINITY LIMITED."
52347,PING AN,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,3E4672,Crude Oil Tanker,-0- ,-0- ,Panama,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9378632; MMSI 352002898; Linked To: CHENG SHIPPING AND TRADER LIMITED."
52379,MISTRAL 1,vessel,UKRAINE-EO13662] [RUSSIA-EO14024,-0- ,T7AV4,Crude Oil Tanker,-0- ,-0- ,San Marino,-0- ,"Secondary sanctions risk: See Section 11 of Executive Order 14024.; alt. Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Vessel Registration Identification IMO 9257993; MMSI 268249200; Linked To: ODINE MARINE INCORPORATED."
